Date,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTC,BTN,BWP,BYN,BYR,BZD,CAD,CDF,CHF,CLF,CLP,CNH,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KMF,KPW,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LTL,LVL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRO,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLE,SLL,SOS,SRD,STD,STN,SVC,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VEF,VES,VND,VUV,WST,XAF,XAG,XAU,XCD,XCG,XDR,XOF,XPF,YER,ZAR,ZMK,ZMW,ZWL
2026-01-15,4.271986,75.610078,96.602449,442.382243,2.082288,1066.688821,1690.765694,1.74061,2.093827,1.977874,1.954829,2.344646,142.259363,1.953506,0.438593,3445.929725,1.163237,1.49933,8.04404,6.277873,1.164127,1.2077923e-05,105.13225,15.556343,3.387818,22799.453253,2.341248,1.61697,2559.122283,0.93205,0.026138,1025.405583,8.109905,8.112127,4269.081298,578.215381,1.163237,30.825791,110.21075,24.247858,207.29796,7.472201,74.123514,151.182714,55.072318,17.448561,181.306754,1,2.651596,0.8653,0.865908,3.117041,0.8653,12.543825,0.8653,84.916111,10189.852773,8.925606,243.550115,9.0711,30.705885,7.535915,152.364346,385.924364,19646.498251,3.671834,0.8653,105.109549,1525.042761,49001.376115,146.009467,0.8653,183.539655,0.824756,184.577856,150.057481,101.72314,4685.653264,492.601923,1046.886383,1712.628652,0.358359,0.970122,594.217504,25162.397809,104247.137552,360.302646,209.546853,19.101034,3.434737,0.703631,6.325886,10.716326,19.901118,5397.343225,61.546927,2442.883171,4144.653653,9.349058,,46.303635,53.744443,17.972248,2019.006169,20.705738,4.714592,74.342373,19.101198,1655.775315,42.837993,11.721577,168.2112,2.027061,0.447263,1.164122,3.910558,4.96949,69.164937,325.780938,4.209759,7901.110776,4.244211,5.089281,117.379937,91.315697,1697.264543,4.362521,9.449688,16.754617,699.671562,10.701412,1.498727,0.872729,28.092672,24392.506034,664.173069,44.542695,24076.665838,24.48763,10.185942,12864.911266,19.093601,36.572586,10.820574,4.082963,3.408122,2.800796,50.244299,7.90211,36.748977,2921.469457,50.27985,4143.960187,1.163237,45.087806,14025.036066,,394.018244,30562.318114,140.935009,3.239292,655.634272,0.012922,0.000252,3.143707,2.098058,0.815399,655.634272,119.331742,277.373606,19.071242,10470.529322,22.962697,374.561972
2026-01-16,4.263807,76.047056,96.674855,441.811688,2.078298,1065.805576,1674.130951,1.732577,2.092718,1.977328,1.956295,2.343102,142.285969,1.949763,0.437686,3443.970623,1.161008,1.497979,8.039032,6.233108,1.163399,1.2130768e-05,105.116573,15.534994,3.38387,22755.766574,2.339802,1.613279,2560.023857,0.931825,0.026133,1025.182861,8.087452,8.088052,4279.314785,575.545496,1.161008,30.766725,110.292882,24.277817,207.163262,7.471693,74.198757,151.162105,54.84911,17.415127,180.981651,1,2.646519,0.867343,0.867575,3.128926,0.867343,12.570178,0.867343,85.338389,10184.574623,8.920255,243.391528,9.055083,30.680756,7.53448,152.428533,385.191251,19621.043627,3.644209,0.867343,105.274736,1523.985258,48907.483189,146.205992,0.867343,183.417157,0.823189,183.824222,149.769769,101.52891,4678.182627,492.267757,1044.91801,1709.225035,0.357719,0.969445,594.43027,25158.359941,104180.185029,360.001007,209.402936,19.041814,3.428156,0.702282,6.321625,10.726712,19.905032,5401.388713,61.552535,2437.898966,4135.754594,9.345863,,46.196678,53.766525,17.937113,2016.901179,20.495341,4.712562,74.200068,19.041814,1653.937508,42.810822,11.747398,168.186517,2.017165,0.44641,1.163394,3.908688,4.968256,68.935453,325.570205,4.213885,7857.020063,4.253475,5.088811,117.330371,90.834106,1696.236107,4.353863,9.439249,16.160283,697.766154,10.719418,1.495222,0.871057,28.009301,24345.766862,663.670632,44.419786,24030.531855,24.506195,10.179573,12840.260444,19.033894,36.429003,10.836739,4.06353,3.408862,2.79543,50.247356,7.896996,36.611265,2922.842666,50.60101,4130.04406,1.161008,44.921356,13962.529676,,393.263242,30503.75679,140.552029,3.234014,656.125692,0.012771,0.000252,3.137683,2.09673,0.81601,656.125692,119.331742,276.813417,18.992903,10450.45006,23.005915,373.844263
2026-01-17,4.262403,76.025626,96.706321,441.328845,2.077613,1063.133711,1659.11928,1.728665,2.089127,1.977672,1.955928,2.340453,142.129289,1.94912,0.436229,3440.324855,1.160626,1.495898,8.029525,6.231637,1.162076,1.2162836e-05,105.42589,15.520014,3.351319,22748.266796,2.337153,1.615248,2524.361659,0.931587,0.026233,1029.1158,8.086597,8.088228,4282.97993,567.93712,1.160626,30.756585,110.272207,24.275825,206.933525,7.476176,74.034839,150.783855,54.665573,17.409388,181.326851,1,2.645651,0.867382,0.867077,3.122537,0.867382,12.590823,0.867382,85.886726,10173.664937,8.909582,243.075887,9.049807,30.646003,7.539314,152.219949,385.448293,19625.138678,3.650289,0.867382,105.279796,1522.299495,48891.364407,146.216093,0.867382,183.381986,0.82293,183.605253,149.899797,101.497177,4678.305768,493.266396,1044.582112,1710.275495,0.35745,0.968363,594.218837,25126.642244,104062.001353,359.983528,209.753709,19.027344,3.427027,0.702051,6.314413,10.698799,19.923302,5400.35296,61.559023,2437.404995,4137.384764,9.33591,,46.529041,53.741319,17.943715,2015.0317,20.45708,4.709244,74.168321,19.027344,1646.731222,42.762795,11.716755,168.681025,2.017778,0.444939,1.162076,3.904755,4.964324,68.976429,325.215056,4.222531,7942.519112,4.225176,5.093643,117.34767,90.405909,1694.310738,4.353027,9.428473,17.715158,698.120719,10.70318,1.495587,0.87077,28.029545,24337.743057,662.943329,44.519871,24022.611945,24.501601,10.167665,12836.02859,19.032244,36.455686,10.801306,4.073797,3.408323,2.794508,50.22899,7.890516,36.702515,2928.391396,50.390893,4131.270014,1.160626,44.972939,13908.909068,,396.139367,30495.444391,140.624109,3.23838,655.999875,0.012922,0.000253,3.13665,2.094337,0.815853,655.999875,119.331742,276.780295,19.042575,10447.029624,23.328525,373.721052
2026-01-18,4.262403,76.025626,96.706321,441.328845,2.077613,1063.133711,1659.11928,1.728665,2.089127,1.977672,1.955928,2.340453,142.129289,1.94912,0.436229,3440.324855,1.160626,1.495898,8.029525,6.231637,1.162076,1.2162836e-05,105.42589,15.520014,3.351319,22748.266796,2.337153,1.615248,2524.361659,0.931587,0.026063,1029.1158,8.086597,8.088228,4282.97993,567.93712,1.160626,30.756585,110.272207,24.275825,206.933525,7.476176,74.034839,150.783855,54.665573,17.409388,181.326851,1,2.645651,0.867445,0.867077,3.122537,0.867445,12.590823,0.867445,85.886726,10173.664937,8.909582,243.075887,9.049807,30.646003,7.539314,152.219949,385.448293,19625.138678,3.650289,0.867445,105.46652,1522.299495,48891.364407,146.216093,0.867445,183.381986,0.82293,183.605253,149.899797,101.497177,4678.305768,493.266396,1044.55827,1710.263889,0.35745,0.968363,594.218837,25126.642244,104062.001353,359.983528,209.753709,19.027344,3.427027,0.702051,6.314413,10.698799,19.923302,5400.35296,61.559023,2437.486714,4135.649631,9.33591,,46.529041,53.741319,17.943715,2015.0317,20.45708,4.709244,74.168321,19.027344,1646.731222,42.762795,11.716755,168.681025,2.017778,0.444939,1.162076,3.904755,4.964324,68.976429,325.215056,4.222531,7942.519112,4.225176,5.093643,117.34767,90.405909,1694.310738,4.351867,9.428473,17.715158,698.120719,10.70318,1.495587,0.87077,28.029545,24337.743057,662.943329,44.519871,24022.611945,24.501601,10.167665,12836.02859,19.032244,36.455686,10.801306,4.073797,3.408323,2.794508,50.22899,7.890516,36.702515,2928.391396,50.390893,4131.270014,1.160626,44.972939,13908.909068,,396.139367,30495.444391,139.746474,3.238364,655.999875,0.012877,0.000253,3.13665,2.094337,0.815853,655.999875,119.331742,276.780295,19.042575,10447.029624,23.328525,373.721052
2026-01-19,4.272356,76.199101,96.795802,441.737203,2.082465,1065.615755,1662.994464,1.737851,2.094006,1.978089,1.957738,2.342619,142.260801,1.953672,0.438601,3443.597055,1.163336,1.497321,8.036954,6.239232,1.163151,1.2571004e-05,105.52344,15.534375,3.35442,22801.393357,2.339315,1.616165,2530.256394,0.929413,0.026121,1031.418614,8.094751,8.107117,4292.781101,568.460182,1.163336,30.828414,110.374241,24.30553,207.124999,7.472959,74.103024,151.588606,55.148362,17.450046,181.494632,1,2.654269,0.870118,0.868582,3.129105,0.870118,12.602473,0.870118,86.087311,10183.078558,8.917826,243.300804,9.070406,30.67436,7.534809,152.364074,385.477376,19739.026629,3.677419,0.870118,105.80626,1523.708069,49005.545855,146.219854,0.870118,183.551668,0.824803,183.711744,150.070152,101.733865,4682.715156,494.418106,1047.001705,1715.996838,0.358365,0.969259,594.768664,25149.89175,104158.289195,360.316618,209.947793,19.044949,3.43503,0.703691,6.320255,10.708699,19.941737,5405.349869,61.541055,2442.692271,4146.171554,9.344549,,46.571894,53.839071,17.985593,2016.896195,20.536354,4.717913,74.336179,19.044949,1652.729419,42.802363,11.717217,168.837104,2.014625,0.447304,1.163151,3.908368,4.968918,69.16791,325.515975,4.226331,7949.86827,4.229086,5.088666,117.335275,90.407491,1695.878472,4.362404,9.450492,17.327999,699.732937,10.723531,1.496132,0.872804,28.094339,24394.581698,663.556746,44.623835,24078.714625,24.524273,10.177073,12866.005997,19.049854,36.401075,10.8113,4.083311,3.411476,2.801035,50.340587,7.897817,36.71548,2931.964891,50.43752,4135.09265,1.163336,45.014553,13921.778884,,397.064505,30552.703762,139.990249,3.245928,656.606867,0.012458,0.000249,3.143975,2.096275,0.816608,656.606867,119.331742,277.426612,19.15377,10471.422539,23.35011,374.593845
2026-01-20,4.28755,76.461404,96.753074,441.556858,2.089871,1069.405635,1676.499502,1.73307,2.101453,1.983485,1.960929,2.348142,142.603002,1.960621,0.440171,3451.442613,1.167474,1.498526,8.085148,6.270038,1.165849,1.284139e-05,105.893436,15.621862,3.355878,22882.485004,2.344733,1.617009,2539.25564,0.928956,0.026249,1036.471111,8.120375,8.135949,4293.092754,568.186187,1.167474,30.938054,110.554648,24.298636,207.603021,7.470896,74.194067,151.808949,55.374096,17.512106,181.937388,1,2.653435,0.869434,0.868309,3.140394,0.869434,12.596949,0.869434,86.393241,10206.741168,8.939421,243.907983,9.104468,30.746422,7.540245,152.669988,385.342797,19815.531529,3.688341,0.869434,106.248047,1527.294898,49179.830836,146.202253,0.869434,183.982024,0.827736,184.99263,150.604166,102.096024,4695.301463,496.176457,1050.713782,1726.880652,0.359593,0.971541,593.031173,25210.94348,104400.677602,361.114556,211.012843,19.210649,3.447246,0.706194,6.335572,10.74671,19.912083,5285.82597,61.596902,2451.736893,4160.355085,9.363692,,46.539733,53.925582,18.049037,2021.587804,20.530729,4.734689,74.608321,19.210649,1654.929354,42.902402,11.721471,169.429171,2.001143,0.448898,1.165849,3.915943,4.98105,69.461767,326.23031,4.222922,7772.329841,4.262167,5.090891,117.404672,90.624018,1700.354847,4.37777,9.484102,15.571457,702.247886,10.720917,1.500221,0.875908,28.194279,24481.339414,665.142642,44.704322,24164.348981,24.564357,10.200682,12911.763096,19.204232,36.325364,10.865668,4.097833,3.415148,2.810996,50.533237,7.912697,36.917268,2952.607609,50.450863,4062.626486,1.167474,45.017945,13946.539258,,398.476644,30662.529905,141.444547,3.261087,657.68009,0.012375,0.000247,3.155156,2.101096,0.817939,657.677266,119.331742,278.413265,19.14396,10508.665899,23.346066,375.926063
2026-01-21,4.30201,76.731742,96.396765,444.211665,2.096922,1074.185671,1680.177255,1.735696,2.108542,1.988519,1.953303,2.360472,143.366717,1.967235,0.441631,3470.378219,1.171412,1.502779,8.098612,6.296691,1.172002,1.3099545e-05,106.454671,15.661977,3.378466,22959.683928,2.357077,1.62059,2524.393728,0.927624,0.026285,1037.871514,8.154038,8.154437,4301.426499,571.466987,1.171412,31.04243,110.977776,24.333516,208.70319,7.470508,74.314678,152.010637,55.653339,17.571187,182.034165,1,2.655585,0.869684,0.87204,3.156964,0.869684,12.704012,0.869684,86.099977,10263.878473,8.9779,244.950106,9.133338,30.98452,7.528788,153.423206,385.044404,19873.012134,3.707556,0.869684,107.251302,1535.330652,49345.749442,146.203961,0.869684,184.544862,0.830481,185.236037,151.111874,102.43979,4719.94579,491.99318,1054.307851,1721.695417,0.359963,0.976647,595.376319,25344.490968,104952.279148,362.96443,216.623421,19.261394,3.458876,0.708576,6.369857,10.739325,19.965391,5312.355087,61.546318,2459.604911,4177.031659,9.412826,,46.844913,53.884914,18.098332,2032.301869,20.582887,4.750663,74.864766,19.261394,1662.573736,42.987825,11.695493,170.498304,2.003327,0.450415,1.171997,3.93467,4.906754,69.344103,327.966251,4.223205,7826.99383,4.26512,5.091898,117.359172,91.428742,1709.322068,4.392884,9.523836,16.685343,704.603159,10.683176,1.503871,0.878863,28.289786,24563.932413,669.426547,44.877965,24245.872545,24.833944,10.254846,12955.323671,19.265371,36.507652,10.929618,4.099944,3.386261,2.82048,50.712203,7.941813,37.056806,2969.530279,50.725252,4050.930788,1.171412,44.999256,14144.805526,,406.281002,30770.076407,141.54227,3.25931,655.122276,0.0124,0.000242,3.165801,2.112191,0.814758,656.577288,119.331742,279.205835,19.163195,10544.118671,23.468897,377.194329
2026-01-22,4.292158,76.55496,96.479027,442.15639,2.092119,1071.72496,1671.28363,1.716814,2.103714,1.984325,1.955607,2.359057,143.275869,1.96273,0.44069,3468.443071,1.16873,1.503045,8.093167,6.217172,1.171279,1.2986153e-05,107.27142,15.631391,3.370053,22907.102685,2.355658,1.615401,2518.611988,0.928908,0.025888,1022.217723,8.13305,8.138915,4295.081753,573.640968,1.16873,30.971338,110.254126,24.335988,208.578536,7.470275,73.822403,151.84016,55.422213,17.530946,181.740923,1,2.644254,0.867692,0.870516,3.138055,0.867692,12.731744,0.867692,85.898867,10259.944174,8.991113,245.054782,9.112276,30.947818,7.53305,153.364218,384.325254,19729.326552,3.686606,0.867692,107.039866,1534.442094,49232.740011,146.195867,0.867692,184.14105,0.828622,185.618857,150.707793,102.20568,4713.514943,493.203747,1051.893322,1717.68064,0.359382,0.9761,593.668907,25323.39403,104889.206103,362.692676,216.104988,19.160028,3.450955,0.706953,7.447234,10.746694,19.852957,5288.501979,61.613659,2453.972034,4167.465608,9.407532,,46.758188,53.902509,18.068881,2030.990996,20.43109,4.727464,74.686627,19.160028,1661.150919,42.894622,11.622106,171.633338,1.994896,0.449372,1.171279,3.922236,5.007485,69.087708,327.185477,4.214539,7844.192773,4.255637,5.094612,117.451455,89.992979,1699.333026,4.382674,9.502025,16.461377,702.993679,10.619108,1.501087,0.87685,28.73715,24507.677192,667.922099,44.657042,24190.345731,24.497479,10.248945,12925.653968,19.156029,36.626237,10.922136,4.102241,3.414563,2.81402,50.599334,7.951182,36.949978,2962.72959,50.549598,4052.582958,1.16873,44.934799,14141.544728,,405.361073,30704.867436,141.218116,3.251846,655.889504,0.012399,0.000242,3.158551,2.110983,0.815716,652.151436,119.331742,278.506826,19.011744,10519.967333,23.572574,376.330496
2026-01-23,4.311709,76.904214,96.330959,445.060113,2.101649,1076.606734,1677.951801,1.715487,2.115057,1.993219,1.961771,2.355212,143.587045,1.971671,0.442624,3463.032754,1.174054,1.500937,8.128325,6.206613,1.169362,1.3133515e-05,107.470249,15.54386,3.307529,23011.44944,2.351914,1.619607,2559.436481,0.927567,0.02592,1023.480951,8.172411,8.187374,4226.592754,577.086396,1.174054,31.112419,110.536821,24.265632,208.240752,7.468924,73.667202,152.304132,55.248579,17.610803,182.475118,1,2.641977,0.874368,0.869768,3.158432,0.874368,12.767815,0.874368,85.705828,10243.701851,9.002866,245.561745,9.155399,30.845892,7.533547,153.191511,382.449705,19762.784585,3.677418,0.874368,107.603123,1531.902069,49457.005679,146.005229,0.874368,184.128033,0.832418,185.744078,151.452875,102.671252,4706.666769,493.102114,1056.555806,1722.025455,0.360493,0.974601,591.725904,25267.890224,104718.646991,362.250371,217.728041,18.964908,3.466675,0.710173,7.442666,10.771972,19.961693,5396.132532,61.541579,2465.483959,4187.786833,9.392368,,46.347177,53.900949,18.139014,2027.746692,20.494455,4.699148,75.034071,18.964908,1666.603995,43.029344,11.574794,171.317215,1.988054,0.451453,1.173713,3.939534,4.999438,69.387737,327.194496,4.203611,7880.352065,4.275022,5.090817,117.392855,88.938311,1705.577594,4.402645,9.537554,16.950813,706.191286,10.580623,1.501409,0.880844,28.646279,24619.314907,667.121866,44.867629,24300.537933,24.482557,10.231667,12984.533088,18.960411,36.609313,10.950926,4.109187,3.372762,2.826839,50.910877,7.938311,37.07546,2982.095824,50.530384,4102.241673,1.174054,44.876402,14247.139171,,413.578459,30808.926045,141.481189,3.248432,655.487205,0.01189,0.000237,3.172939,2.10749,0.815216,655.487205,119.331742,279.777456,18.931096,10567.892339,23.358259,378.044762
2026-01-24,4.343054,77.464136,96.578481,443.001294,2.116924,1084.432259,1696.425045,1.722632,2.13043,2.015092,1.955364,2.363473,143.548016,1.986001,0.445401,3475.425631,1.182587,1.500966,8.109193,6.256361,1.173439,1.3251954e-05,107.717999,16.277373,3.32206,23178.695489,2.360074,1.622687,2578.039008,0.928842,0.026073,1029.489324,8.21806,8.24689,4228.657801,580.770597,1.182587,31.338542,110.240437,24.267271,208.973438,7.466899,73.933527,153.154875,55.703589,17.738798,182.791072,1,2.661179,0.876646,0.872725,3.18162,0.876646,12.79115,0.876646,86.329235,10278.709772,9.006993,245.515296,9.221278,30.954103,7.533317,153.905708,382.153287,19840.785951,3.707232,0.876646,108.414214,1537.357457,49816.456691,145.777895,0.876646,184.718842,0.838501,184.146504,151.256298,103.416722,4722.947667,496.686746,1064.338708,1710.44627,0.362349,0.977982,590.738376,25359.349612,105085.885516,363.548997,217.091629,18.94048,3.491871,0.715335,7.466336,10.748905,19.97255,5308.817127,61.616271,2483.184454,4217.418655,9.4253,,46.916546,54.292994,18.271409,2034.84661,20.533191,4.736855,75.57955,18.94048,1680.526824,43.180379,11.555294,172.348599,2.007958,0.454249,1.173539,3.936823,5.018882,69.733624,328.342141,4.208885,7847.251532,4.278347,5.101724,117.373848,88.840205,1711.518652,4.434151,9.606873,16.856244,711.330129,10.584272,1.504964,0.887246,28.859447,24798.24684,669.450838,45.081425,24477.153012,24.494542,10.267712,13078.904017,18.935781,36.920787,10.972155,4.139053,3.416239,2.847384,51.246799,7.971224,37.116428,3004.130641,50.599026,4148.075755,1.182587,44.440098,14242.826515,,416.584326,31036.982812,141.991093,3.267707,655.810877,0.011483,0.000237,3.196,2.114929,0.815618,655.810877,119.331742,281.814608,19.0597,10644.701884,23.02187,380.792372
2026-01-25,4.343054,77.464136,96.578481,443.001294,2.116924,1084.432259,1696.425045,1.722632,2.13043,2.015092,1.955364,2.363473,143.548016,1.986001,0.445401,3475.425631,1.182587,1.500966,8.109193,6.256361,1.173439,1.3251954e-05,107.717999,16.277373,3.32206,23178.695489,2.360074,1.622687,2578.039008,0.928842,0.026073,1029.489324,8.21806,8.24689,4228.657801,580.770597,1.182587,31.338542,110.240437,24.267271,208.973438,7.466899,73.933527,153.154875,55.703589,17.738798,182.791072,1,2.661179,0.870315,0.872725,3.18162,0.870315,12.79115,0.870315,86.329235,10278.709772,9.006993,245.515296,9.221278,30.954103,7.533317,153.905708,382.153287,19840.785951,3.707232,0.870315,108.414214,1537.357457,49816.456691,145.777895,0.870315,184.718842,0.838501,184.146504,151.256298,103.416722,4722.947667,496.686746,1064.353704,1710.44627,0.362349,0.977982,590.738376,25359.349612,105085.885516,363.548997,217.091629,18.94048,3.491871,0.715335,7.466336,10.748905,19.97255,5308.817127,61.616271,2483.187819,4218.830116,9.4253,,46.916546,54.292994,18.271409,2034.84661,20.533372,4.736855,75.57955,18.94048,1680.526824,43.180379,11.555294,172.348599,2.007958,0.454249,1.173539,3.936823,5.018882,69.733624,328.342141,4.208885,7847.251532,4.278347,5.101724,117.373848,88.840205,1711.518652,4.433442,9.606873,16.856244,711.330129,10.584272,1.505082,0.887246,28.859447,24798.24684,669.450838,45.081425,24477.153012,24.494542,10.267712,13078.904017,18.935781,36.920787,10.972155,4.139053,3.416239,2.847384,51.246799,7.971224,37.116428,3004.130641,50.599026,4148.075755,1.182587,44.440098,14242.826515,,416.584326,31036.982812,141.661813,3.258757,655.810877,0.011483,0.000237,3.196,2.114929,0.815618,655.810877,119.331742,281.814608,19.0597,10644.701884,23.02187,380.792372
2026-01-26,4.354859,77.669147,96.615334,443.166601,2.122682,1087.381223,1701.063396,1.714964,2.136224,2.014956,1.956102,2.364385,143.602187,1.991403,0.447113,3476.737156,1.185803,1.501532,8.112288,6.313811,1.173886,1.3488065e-05,107.758194,16.283584,3.323341,23241.74285,2.360985,1.622754,2585.051089,0.92147,0.025869,1021.453891,8.247546,8.269322,4321.754651,580.992213,1.185803,31.423785,110.282504,24.265055,209.05318,7.46794,73.961739,153.7196,55.862472,17.787048,182.860823,1,2.624123,0.869175,0.867736,3.190496,0.869175,12.796031,0.869175,86.563822,10282.675388,9.010354,245.608982,9.244288,30.965915,7.534949,153.963787,381.828256,19905.604108,3.716343,0.869175,108.50787,1537.944097,49951.960265,145.806411,0.869175,184.789329,0.840719,182.70796,151.305111,103.698015,4724.729971,498.037047,1067.346703,1708.220633,0.363887,0.978355,590.966288,25369.133472,105126.428577,363.689257,217.168058,18.947787,3.501368,0.717281,7.469185,10.753007,19.980255,5310.842919,61.631144,2489.352172,4226.723825,9.428897,,46.934647,53.977425,18.321031,2035.623087,20.614963,4.707049,75.784409,18.947787,1669.68223,43.197038,11.541281,172.414365,1.989718,0.455951,1.173986,3.938325,5.020818,69.916156,328.467433,4.212797,7850.245964,4.279979,5.095865,117.423019,89.529665,1712.17175,4.446525,9.633004,17.389601,713.263524,10.555818,1.504227,0.88966,28.929514,24865.699472,669.706293,45.203998,24543.73225,24.503993,10.27163,13114.479374,18.943007,36.826285,10.976111,4.150311,3.417514,2.855129,51.437351,7.974299,37.321901,3041.585294,50.618334,4149.65862,1.185803,44.456119,14248.441702,,417.717459,31055.000178,141.7082,3.267588,656.061128,0.010975,0.000233,3.204692,2.115736,0.81593,656.061128,119.331742,282.561059,19.012386,10673.650219,23.030752,381.828149
2026-01-27,4.359677,78.349246,96.585963,448.513969,2.125027,1088.58279,1706.829092,1.716597,2.136803,2.014952,1.954554,2.386328,144.977544,1.993602,0.447575,3491.626224,1.187113,1.50359,8.204768,6.269733,1.184814,1.3433248e-05,107.673334,15.593596,3.378517,23267.413686,2.38293,1.630868,2617.583323,0.923221,0.025998,1026.556529,8.256151,8.255599,4380.149982,586.30634,1.187113,31.458493,110.194726,24.2396,210.991001,7.468466,74.190187,153.364282,55.879662,17.806694,184.181313,1,2.625834,0.871315,0.867655,3.193539,0.871315,12.92076,0.871315,87.253605,10378.031934,9.093201,247.891912,9.257944,31.422997,7.532591,155.274437,381.63066,19915.006735,3.702896,0.871315,109.032523,1555.117956,50007.132918,145.242914,0.871315,186.504776,0.84167,183.433284,153.137748,103.813301,4784.064882,495.604795,1068.422445,1715.236036,0.364041,0.98737,595.340334,25561.483366,101557.512094,366.83297,219.20021,19.023489,3.505235,0.718073,7.482071,10.835373,19.988085,5347.943334,61.590722,2492.859874,4233.325747,9.516131,,47.373035,54.037836,18.352537,2057.266881,20.574199,4.693861,75.678771,19.023519,1676.203316,43.567504,11.611793,172.271333,1.988948,0.456443,1.184844,3.978612,5.141548,70.113855,331.777631,4.207882,7962.754226,4.322694,5.096753,117.400687,90.846886,1724.875106,4.451605,9.593021,16.902618,714.093414,10.615538,1.506132,0.890642,28.953594,24893.163992,675.946153,45.258652,24570.841152,24.513882,10.367388,13128.964504,19.017922,36.90657,11.060733,4.166766,3.39544,2.858283,51.510613,8.051865,37.331732,3017.313478,51.081233,4200.321332,1.187113,44.461833,14381.873822,,425.237674,31021.635431,142.175518,3.271195,655.522388,0.010779,0.000233,3.208232,2.135338,0.815256,655.885276,119.331742,281.111397,19.009062,10685.419606,23.13376,382.249883
2026-01-28,4.405323,77.970492,96.66601,450.778419,2.147279,1099.981883,1730.634561,1.713664,2.160678,2.041475,1.956132,2.396197,145.384686,2.014478,0.452139,3524.113066,1.199544,1.506743,8.22143,6.221315,1.189697,1.3448033e-05,109.125984,15.658724,3.390061,23511.056057,2.392796,1.629574,2686.978125,0.917831,0.026134,1031.907835,8.325643,8.342406,4383.984269,591.097902,1.199544,31.787907,110.284185,24.226165,211.86509,7.467237,74.852398,154.964159,56.46276,17.993155,184.979638,1,2.636417,0.875836,0.868788,3.232762,0.875836,13.004262,0.875836,87.56691,10435.554868,9.128588,248.913302,9.358378,31.3972,7.535167,156.027793,379.945908,20053.971181,3.710075,0.875836,109.994376,1558.558139,50530.777556,145.204439,0.875836,186.922518,0.850464,183.121735,154.740985,104.898929,4783.852154,494.211726,1079.612594,1708.384142,0.367528,0.991464,599.379273,25635.245879,106540.745984,368.391015,220.097371,19.07788,3.54194,0.725592,7.509244,10.80448,20.059239,5340.929125,61.603862,2519.100944,4276.534466,9.560083,,47.529872,54.087441,18.54491,2081.207943,20.606061,4.695615,76.482494,19.07796,1680.153128,43.780719,11.502958,174.599918,1.990433,0.461166,1.189707,3.987644,5.090246,70.521463,333.098747,4.198159,7974.32076,4.325152,5.096507,117.399532,91.462174,1735.801966,4.498483,9.689525,16.672758,721.533457,10.560446,1.511329,0.899968,29.161897,25153.830242,678.718072,45.938974,24828.132232,24.506,10.409724,13266.443128,19.072318,37.102031,11.112187,4.198403,3.430597,2.888213,52.069311,8.09034,37.525923,3060.904357,51.069884,4247.73895,1.199544,44.577941,14394.384093,,430.007799,31297.893832,143.642131,3.273906,656.071132,0.010432,0.000228,3.241826,2.144155,0.815942,656.065662,119.331742,285.975473,18.981873,10797.328938,23.490891,386.252574
