Date,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTC,BTN,BWP,BYN,BYR,BZD,CAD,CDF,CHF,CLF,CLP,CNH,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KMF,KPW,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LTL,LVL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRO,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLE,SLL,SOS,SRD,STD,STN,SVC,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VEF,VES,VND,VUV,WST,XAF,XAG,XAU,XCD,XCG,XDR,XOF,XPF,YER,ZAR,ZMK,ZMW,ZWL
2004-08-30,,,,,,,,1.7237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-31,,,,,,,,1.7296,,,,,,,,,,,,,,,,,,,,1.5967,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,132.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-01,,,,,,,,1.7315,,,,,,,,,,,,,,,,,,,,1.5913,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,133.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-02,,,,,,,,1.7474,,,,,,,,,,,,,,,,,,,,1.5798,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,133.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-03,,,,,,,,1.7459,,,,,,,,,,,,,,,,,,,,1.5668,,1.5315,,,,,,,,,,,,,,,,,,1,,,0.6779,,,,,,,,,,,,,,,,,,,,,,,,133.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-06,,,,,,,,1.7418,,,,,,,,,,,,,,,,,,,,1.5672,,1.5324,,,,,,,,,,,,,,,,,,1,,,0.6778,,,,,,,,,,,,,,,,,,,,,,,,132.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-07,,,,,,,,1.743,,,,,,,,,,,,,,,,,,,,1.5576,,1.5338,,,,,,,,,,,,,,,,,,1,,,0.6822,,,,,,,,,,,,,,,,,,,,,,,,132.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-08,,,,,,,,1.7487,,,,,,,,,,,,,,,,,,,,1.5715,,1.5352,,,,,,,,,,,,,,,,,,1,,,0.681,,,,,,,,,,,,,,,,,,,,,,,,133.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-09,,,,,,,,1.7719,,,,,,,,,,,,,,,,,,,,1.5688,,1.5403,,,,,,,,,,,,,,,,,,1,,,0.6833,,,,,,,,,,,,,,,,,,,,,,,,133.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-10,,,,,,,,1.7616,,,,,,,,,,,,,,,,,,,,1.5808,,1.542,,,,,,,,,,,,,,,,,,1,,,0.6822,,,,,,,,,,,,,,,,,,,,,,,,134.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-13,,,,,,,,1.7618,,,,,,,,,,,,,,,,,,,,1.5933,,1.5428,,,,,,,,,,,,,,,,,,1,,,0.6819,,,,,,,,,,,,,,,,,,,,,,,,134.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-14,,,,,,,,1.7455,,,,,,,,,,,,,,,,,,,,1.5834,,1.5421,,,,,,,,,,,,,,,,,,1,,,0.6815,,,,,,,,,,,,,,,,,,,,,,,,134.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-15,,,,,,,,1.7487,,,,,,,,,,,,,,,,,,,,1.5765,,1.5428,,,,,,,,,,,,,,,,,,1,,,0.6837,,,,,,,,,,,,,,,,,,,,,,,,133.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-16,,,,,,,,1.7445,,,,,,,,,,,,,,,,,,,,1.573,,1.5439,,,,,,,,,,,,,,,,,,1,,,0.679,,,,,,,,,,,,,,,,,,,,,,,,133.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-17,,,,,,,,1.7436,,,,,,,,,,,,,,,,,,,,1.5801,,1.5448,,,,,,,,,,,,,,,,,,1,,,0.6789,,,,,,,,,,,,,,,,,,,,,,,,133.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-20,,,,,,,,1.7367,,,,,,,,,,,,,,,,,,,,1.5748,,1.5483,,,,,,,,,,,,,,,,,,1,,,0.6812,,,,,,,,,,,,,,,,,,,,,,,,133.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-21,,,,,,,,1.7514,,,,,,,,,,,,,,,,,,,,1.5862,,1.5452,,,,,,,,,,,,,,,,,,1,,,0.6861,,,,,,,,,,,,,,,,,,,,,,,,135.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-22,,,,,,,,1.735,,,,,,,,,,,,,,,,,,,,1.5743,,1.5447,,,,,,,,,,,,,,,,,,1,,,0.6837,,,,,,,,,,,,,,,,,,,,,,,,135.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-23,,,,,,,,1.7174,,,,,,,,,,,,,,,,,,,,1.57,,1.5465,,,,,,,,,,,,,,,,,,1,,,0.6826,,,,,,,,,,,,,,,,,,,,,,,,135.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-24,,,,,,,,1.7172,,,,,,,,,,,,,,,,,,,,1.5628,,1.5472,,,,,,,,,,,,,,,,,,1,,,0.6801,,,,,,,,,,,,,,,,,,,,,,,,135.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-27,,,,,,,,1.7244,,,,,,,,,,,,,,,,,,,,1.5622,,1.5493,,,,,,,,,,,,,,,,,,1,,,0.6795,,,,,,,,,,,,,,,,,,,,,,,,136.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2295,,,,,,,,,,,,,,,,,,,,
2004-09-28,,,,,,,,1.7177,,,,,,,,,,,,,,,,,,,,1.5665,,1.5506,,,,,,,,,,,,,,,,,,1,,,0.679,,,,,,,,,,,,,,,,,,,,,,,,137.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2323,,,,,,,,,,,,,,,,,,,,
2004-09-29,,,,,,,,1.7195,,,,,,,,,,,,,,,,,,,,1.5669,,1.5523,,,,,,,,,,,,,,,,,,1,,,0.6847,,,,,,,,,,,,,,,,,,,,,,,,136.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2331,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,,,,1.7078,,,,,,,,,,,,,,,,,,,,1.5676,,1.5479,,,,,,,,,,,,,,,,,,1,,,0.6858,,,,,,,,,,,,,,,,,,,,,,,,136.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2431,,,,,,,,,,,,,,,,,,,,
2004-10-01,,,,,,,,1.709,,,,,,,,,,,,,,,,,,,,1.566,,1.5505,,,,,,,,,,,,,,,,,,1,,,0.6898,,,,,,,,,,,,,,,,,,,,,,,,136.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2407,,,,,,,,,,,,,,,,,,,,
2004-10-04,,,,,,,,1.6985,,,,,,,,,,,,,,,,,,,,1.5632,,1.5526,,,,,,,,,,,,,,,,,,1,,,0.6883,,,,,,,,,,,,,,,,,,,,,,,,136.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2286,,,,,,,,,,,,,,,,,,,,
2004-10-05,,,,,,,,1.7004,,,,,,,,,,,,,,,,,,,,1.5538,,1.553,,,,,,,,,,,,,,,,,,1,,,0.6905,,,,,,,,,,,,,,,,,,,,,,,,136.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2309,,,,,,,,,,,,,,,,,,,,
2004-10-06,,,,,,,,1.6956,,,,,,,,,,,,,,,,,,,,1.5457,,1.5534,,,,,,,,,,,,,,,,,,1,,,0.6898,,,,,,,,,,,,,,,,,,,,,,,,136.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2273,,,,,,,,,,,,,,,,,,,,
2004-10-07,,,,,,,,1.688,,,,,,,,,,,,,,,,,,,,1.5483,,1.5523,,,,,,,,,,,,,,,,,,1,,,0.6887,,,,,,,,,,,,,,,,,,,,,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2295,,,,,,,,,,,,,,,,,,,,
2004-10-08,,,,,,,,1.6879,,,,,,,,,,,,,,,,,,,,1.5531,,1.5506,,,,,,,,,,,,,,,,,,1,,,0.6912,,,,,,,,,,,,,,,,,,,,,,,,135.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2409,,,,,,,,,,,,,,,,,,,,
2004-10-11,,,,,,,,1.6881,,,,,,,,,,,,,,,,,,,,1.5532,,1.5489,,,,,,,,,,,,,,,,,,1,,,0.6883,,,,,,,,,,,,,,,,,,,,,,,,135.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.238,,,,,,,,,,,,,,,,,,,,
2004-10-12,,,,,,,,1.6864,,,,,,,,,,,,,,,,,,,,1.5478,,1.5485,,,,,,,,,,,,,,,,,,1,,,0.6879,,,,,,,,,,,,,,,,,,,,,,,,135.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2318,,,,,,,,,,,,,,,,,,,,
2004-10-13,,,,,,,,1.6979,,,,,,,,,,,,,,,,,,,,1.5513,,1.5452,,,,,,,,,,,,,,,,,,1,,,0.688,,,,,,,,,,,,,,,,,,,,,,,,135.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2339,,,,,,,,,,,,,,,,,,,,
2004-10-14,,,,,,,,1.6973,,,,,,,,,,,,,,,,,,,,1.5546,,1.5419,,,,,,,,,,,,,,,,,,1,,,0.6887,,,,,,,,,,,,,,,,,,,,,,,,135.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2381,,,,,,,,,,,,,,,,,,,,
2004-10-15,,,,,,,,1.7069,,,,,,,,,,,,,,,,,,,,1.5619,,1.5375,,,,,,,,,,,,,,,,,,1,,,0.6912,,,,,,,,,,,,,,,,,,,,,,,,136.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2474,,,,,,,,,,,,,,,,,,,,
2004-10-18,,,,,,,,1.722,,,,,,,,,,,,,,,,,,,,1.5703,,1.5377,,,,,,,,,,,,,,,,,,1,,,0.6941,,,,,,,,,,,,,,,,,,,,,,,,136.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2488,,,,,,,,,,,,,,,,,,,,
2004-10-19,,,,,,,,1.7217,,,,,,,,,,,,,,,,,,,,1.5734,,1.538,,,,,,,,,,,,,,,,,,1,,,0.6934,,,,,,,,,,,,,,,,,,,,,,,,135.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2512,,,,,,,,,,,,,,,,,,,,
2004-10-20,,,,,,,,1.7144,,,,,,,,,,,,,,,,,,,,1.567,,1.5369,,,,,,,,,,,,,,,,,,1,,,0.6919,,,,,,,,,,,,,,,,,,,,,,,,136.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2575,,,,,,,,,,,,,,,,,,,,
2004-10-21,,,,,,,,1.7091,,,,,,,,,,,,,,,,,,,,1.5683,,1.5355,,,,,,,,,,,,,,,,,,1,,,0.6898,,,,,,,,,,,,,,,,,,,,,,,,135.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2609,,,,,,,,,,,,,,,,,,,,
2004-10-22,,,,,,,,1.7099,,,,,,,,,,,,,,,,,,,,1.5611,,1.5357,,,,,,,,,,,,,,,,,,1,,,0.6934,,,,,,,,,,,,,,,,,,,,,,,,135.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2684,,,,,,,,,,,,,,,,,,,,
2004-10-25,,,,,,,,1.7135,,,,,,,,,,,,,,,,,,,,1.5616,,1.5314,,,,,,,,,,,,,,,,,,1,,,0.6948,,,,,,,,,,,,,,,,,,,,,,,,136.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2795,,,,,,,,,,,,,,,,,,,,
2004-10-26,,,,,,,,1.7096,,,,,,,,,,,,,,,,,,,,1.5619,,1.5324,,,,,,,,,,,,,,,,,,1,,,0.6948,,,,,,,,,,,,,,,,,,,,,,,,136.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2745,,,,,,,,,,,,,,,,,,,,
2004-10-27,,,,,,,,1.7051,,,,,,,,,,,,,,,,,,,,1.558,,1.5332,,,,,,,,,,,,,,,,,,1,,,0.6951,,,,,,,,,,,,,,,,,,,,,,,,135.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2696,,,,,,,,,,,,,,,,,,,,
2004-10-28,,,,,,,,1.7092,,,,,,,,,,,,,,,,,,,,1.5584,,1.5282,,,,,,,,,,,,,,,,,,1,,,0.6958,,,,,,,,,,,,,,,,,,,,,,,,135.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2742,,,,,,,,,,,,,,,,,,,,
2004-10-29,,,,,,,,1.7089,,,,,,,,,,,,,,,,,,,,1.5591,,1.5271,,,,,,,,,,,,,,,,,,1,,,0.6952,,,,,,,,,,,,,,,,,,,,,,,,135.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2783,,,,,,,,,,,,,,,,,,,,
2004-11-01,,,,,,,,1.7054,,,,,,,,,,,,,,,,,,,,1.5556,,1.5321,,,,,,,,,,,,,,,,,,1,,,0.695,,,,,,,,,,,,,,,,,,,,,,,,135.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2747,,,,,,,,,,,,,,,,,,,,
2004-11-02,,,,,,,,1.7033,,,,,,,,,,,,,,,,,,,,1.5561,,1.5325,,,,,,,,,,,,,,,,,,1,,,0.6908,,,,,,,,,,,,,,,,,,,,,,,,135.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2739,,,,,,,,,,,,,,,,,,,,
2004-11-03,,,,,,,,1.6951,,,,,,,,,,,,,,,,,,,,1.5483,,1.5297,,,,,,,,,,,,,,,,,,1,,,0.6937,,,,,,,,,,,,,,,,,,,,,,,,136.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2822,,,,,,,,,,,,,,,,,,,,
2004-11-04,,,,,,,,1.6982,,,,,,,,,,,,,,,,,,,,1.5525,,1.5282,,,,,,,,,,,,,,,,,,1,,,0.6976,,,,,,,,,,,,,,,,,,,,,,,,136.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2869,,,,,,,,,,,,,,,,,,,,
2004-11-05,,,,,,,,1.697,,,,,,,,,,,,,,,,,,,,1.5525,,1.5253,,,,,,,,,,,,,,,,,,1,,,0.6987,,,,,,,,,,,,,,,,,,,,,,,,136.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2942,,,,,,,,,,,,,,,,,,,,
2004-11-08,,,,,,,,1.7054,,,,,,,,,,,,,,,,,,,,1.5402,,1.5257,,,,,,,,,,,,,,,,,,1,,,0.6955,,,,,,,,,,,,,,,,,,,,,,,,136.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2914,,,,,,,,,,,,,,,,,,,,
2004-11-09,,,,,,,,1.6958,,,,,,,,,,,,,,,,,,,,1.5465,,1.5259,,,,,,,,,,,,,,,,,,1,,,0.694,,,,,,,,,,,,,,,,,,,,,,,,136.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2897,,,,,,,,,,,,,,,,,,,,
2004-11-10,,,,,,,,1.6952,,,,,,,,,,,,,,,,,,,,1.5389,,1.5217,,,,,,,,,,,,,,,,,,1,,,0.6977,,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2888,,,,,,,,,,,,,,,,,,,,
2004-11-11,,,,,,,,1.687,,,,,,,,,,,,,,,,,,,,1.5433,,1.5189,,,,,,,,,,,,,,,,,,1,,,0.7005,,,,,,,,,,,,,,,,,,,,,,,,137.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2899,,,,,,,,,,,,,,,,,,,,
2004-11-12,,,,,,,,1.6846,,,,,,,,,,,,,,,,,,,,1.5477,,1.5188,,,,,,,,,,,,,,,,,,1,,,0.6984,,,,,,,,,,,,,,,,,,,,,,,,136.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2979,,,,,,,,,,,,,,,,,,,,
2004-11-15,,,,,,,,1.6726,,,,,,,,,,,,,,,,,,,,1.5538,,1.5262,,,,,,,,,,,,,,,,,,1,,,0.7006,,,,,,,,,,,,,,,,,,,,,,,,136.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2943,,,,,,,,,,,,,,,,,,,,
2004-11-16,,,,,,,,1.6773,,,,,,,,,,,,,,,,,,,,1.5483,,1.5239,,,,,,,,,,,,,,,,,,1,,,0.6988,,,,,,,,,,,,,,,,,,,,,,,,136.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2953,,,,,,,,,,,,,,,,,,,,
2004-11-17,,,,,,,,1.6665,,,,,,,,,,,,,,,,,,,,1.5574,,1.5141,,,,,,,,,,,,,,,,,,1,,,0.7005,,,,,,,,,,,,,,,,,,,,,,,,135.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3029,,,,,,,,,,,,,,,,,,,,
2004-11-18,,,,,,,,1.6658,,,,,,,,,,,,,,,,,,,,1.5631,,1.5164,,,,,,,,,,,,,,,,,,1,,,0.7002,,,,,,,,,,,,,,,,,,,,,,,,134.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2958,,,,,,,,,,,,,,,,,,,,
2004-11-19,,,,,,,,1.6598,,,,,,,,,,,,,,,,,,,,1.5529,,1.5123,,,,,,,,,,,,,,,,,,1,,,0.7009,,,,,,,,,,,,,,,,,,,,,,,,134.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3015,,,,,,,,,,,,,,,,,,,,
2004-11-22,,,,,,,,1.6649,,,,,,,,,,,,,,,,,,,,1.5452,,1.5157,,,,,,,,,,,,,,,,,,1,,,0.7012,,,,,,,,,,,,,,,,,,,,,,,,134.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3042,,,,,,,,,,,,,,,,,,,,
2004-11-23,,,,,,,,1.6636,,,,,,,,,,,,,,,,,,,,1.5518,,1.5149,,,,,,,,,,,,,,,,,,1,,,0.7002,,,,,,,,,,,,,,,,,,,,,,,,135.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3084,,,,,,,,,,,,,,,,,,,,
2004-11-24,,,,,,,,1.6718,,,,,,,,,,,,,,,,,,,,1.5544,,1.5093,,,,,,,,,,,,,,,,,,1,,,0.7008,,,,,,,,,,,,,,,,,,,,,,,,135.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3184,,,,,,,,,,,,,,,,,,,,
2004-11-25,,,,,,,,1.672,,,,,,,,,,,,,,,,,,,,1.5589,,1.5098,,,,,,,,,,,,,,,,,,1,,,0.7009,,,,,,,,,,,,,,,,,,,,,,,,135.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3273,,,,,,,,,,,,,,,,,,,,
2004-11-26,,,,,,,,1.6824,,,,,,,,,,,,,,,,,,,,1.5631,,1.5131,,,,,,,,,,,,,,,,,,1,,,0.7016,,,,,,,,,,,,,,,,,,,,,,,,136.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3293,,,,,,,,,,,,,,,,,,,,
